Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Company_Type,Release_Era,Is_Successful,Sales_Category,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct
Thrillville,PS2,2006.0,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,69.0,32.0,2.9,52.0,Frontier Developments,E10+,Indie/Other,2000s,False,below average,83.33333333333334,3.0303030303030303,0.0,13.636363636363635
Lalaloopsy,DS,2011.0,Simulation,Activision,0.51,0.1,0.0,0.06,0.66,65.5,,tbd,,Activision,E,AAA,2010s,False,below average,77.27272727272727,15.151515151515152,0.0,9.09090909090909
Jikkyou World Soccer 2000 Final Edition,PS2,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66,74.0,,,,,,AAA,2000s,False,below average,0.0,0.0,100.0,0.0
Madagascar,GC,2005.0,Platform,Activision,0.52,0.13,0.0,0.02,0.66,70.0,21.0,tbd,,Toys for Bob,E10+,AAA,2000s,False,below average,78.78787878787878,19.696969696969695,0.0,3.0303030303030303
Castlevania: Lords of Shadow,X360,2010.0,Action,Konami Digital Entertainment,0.42,0.17,0.01,0.05,0.66,83.0,70.0,7.8,237.0,Mercury Steam,M,AAA,2010s,False,below average,63.63636363636363,25.757575757575758,1.5151515151515151,7.575757575757576
Hidden Objects: Mystery Stories,DS,2009.0,Adventure,GSP,0.18,0.43,0.0,0.05,0.66,62.0,,,,,,Indie/Other,2000s,False,below average,27.27272727272727,65.15151515151516,0.0,7.575757575757576
NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,88.0,52.0,8.4,71.0,EA Canada,E10+,AAA,2000s,False,below average,77.27272727272727,15.151515151515152,0.0,9.09090909090909
100 Classic Books,DS,2008.0,Misc,Nintendo,0.12,0.52,0.0,0.02,0.66,70.0,7.0,6,12.0,Genius Sonority Inc.,,AAA,2000s,False,below average,18.18181818181818,78.78787878787878,0.0,3.0303030303030303
Puzzler Brain Games,Wii,2012.0,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,65.0,,,,,,Indie/Other,2010s,False,below average,0.0,0.0,100.0,0.0
TV Show King Party,Wii,2008.0,Puzzle,Ubisoft,0.18,0.4,0.0,0.08,0.66,65.0,,tbd,,Gameloft,T,AAA,2000s,False,below average,27.27272727272727,60.60606060606061,0.0,12.121212121212121
Dragon Quest Monsters: Caravan Heart,GBA,2003.0,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66,76.0,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,96.96969696969697,3.0303030303030303
Strawberry Shortcake: Summertime Adventure,GBA,2004.0,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,69.5,,tbd,,Gorilla Systems,E,Indie/Other,2000s,False,below average,71.2121212121212,27.27272727272727,0.0,1.5151515151515151
Street Fighter Anniversary Collection,PS2,2004.0,Fighting,Capcom,0.32,0.25,0.0,0.08,0.66,78.0,30.0,8.7,20.0,Capcom,T,AAA,2000s,False,below average,48.484848484848484,37.878787878787875,0.0,12.121212121212121
Legend of Legaia,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66,81.5,,,,,,AAA,1990s,False,below average,56.060606060606055,37.878787878787875,0.0,6.0606060606060606
NHL 13,X360,2012.0,Sports,Electronic Arts,0.51,0.1,0.0,0.05,0.66,83.0,44.0,6.6,86.0,Electronic Arts,E10+,AAA,2010s,False,below average,77.27272727272727,15.151515151515152,0.0,7.575757575757576
Napoleon: Total War,PC,2010.0,Strategy,Sega,0.02,0.53,0.0,0.12,0.66,81.0,56.0,7.9,515.0,Creative Assembly,T,AAA,2010s,False,below average,3.0303030303030303,80.3030303030303,0.0,18.18181818181818
Metro: Last Light,PS4,2014.0,Action,Deep Silver,0.22,0.3,0.04,0.1,0.66,73.0,,,,,,Indie/Other,2010s,False,below average,33.33333333333333,45.45454545454545,6.0606060606060606,15.151515151515152
Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,73.0,,7.8,5.0,EA Tiburon,E,AAA,2000s,False,below average,75.75757575757575,12.121212121212121,0.0,12.121212121212121
Rayman Legends,WiiU,2013.0,Platform,Ubisoft,0.25,0.33,0.03,0.05,0.66,92.0,35.0,8.7,465.0,Ubisoft Montpellier,E10+,AAA,2010s,False,below average,37.878787878787875,50.0,4.545454545454545,7.575757575757576
The Sims: Bustin' Out,GC,2003.0,Simulation,Electronic Arts,0.43,0.2,0.0,0.03,0.66,81.0,30.0,9,15.0,Maxis,T,AAA,2000s,False,below average,65.15151515151516,30.303030303030305,0.0,4.545454545454545
BioShock Infinite,PC,2013.0,Shooter,Take-Two Interactive,0.29,0.3,0.0,0.07,0.66,94.0,68.0,8.5,7322.0,Irrational Games,M,AAA,2010s,False,below average,43.93939393939393,45.45454545454545,0.0,10.606060606060606
Keystone Kapers,2600,1982.0,Action,Activision,0.62,0.04,0.0,0.01,0.66,69.5,,,,,,AAA,1980s,False,below average,93.93939393939394,6.0606060606060606,0.0,1.5151515151515151
Ratatouille,PSP,2007.0,Action,THQ,0.22,0.27,0.0,0.16,0.66,64.0,7.0,7.1,7.0,Locomotive Games,E,AAA,2000s,False,below average,33.33333333333333,40.909090909090914,0.0,24.242424242424242
Lollipop Chainsaw,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.27,0.2,0.11,0.08,0.66,67.0,37.0,7.1,199.0,Grasshopper Manufacture,M,Indie/Other,2010s,False,below average,40.909090909090914,30.303030303030305,16.666666666666664,12.121212121212121
Tom Clancy's EndWar,PS3,2008.0,Strategy,Ubisoft,0.33,0.22,0.01,0.1,0.66,76.0,33.0,6.6,42.0,Ubisoft Shanghai,T,AAA,2000s,False,below average,50.0,33.33333333333333,1.5151515151515151,15.151515151515152
Shrek: Hassle at the Castle,GBA,2002.0,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,71.0,7.0,7.4,5.0,TOSE,E,Indie/Other,2000s,False,below average,71.2121212121212,25.757575757575758,0.0,1.5151515151515151
Suikoden IV,PS2,2004.0,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,63.0,44.0,7.3,47.0,KCET,T,AAA,2000s,False,below average,25.757575757575758,19.696969696969695,45.45454545454545,7.575757575757576
Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,71.0,30.0,7.9,35.0,"Shift, Bandai Namco Games",T,Indie/Other,2010s,False,below average,4.545454545454545,0.0,93.93939393939394,0.0
Fist of the North Star: Ken's Rage,PS3,2010.0,Action,Ubisoft Annecy,0.06,0.03,0.55,0.01,0.66,60.0,30.0,6.9,29.0,"Koei, Omega Force",M,Indie/Other,2010s,False,below average,9.09090909090909,4.545454545454545,83.33333333333334,1.5151515151515151
Plants vs. Zombies: Garden Warfare,PS3,2014.0,Shooter,Electronic Arts,0.22,0.32,0.01,0.11,0.66,72.0,,7.8,24.0,PopCap,E10+,AAA,2010s,False,below average,33.33333333333333,48.484848484848484,1.5151515151515151,16.666666666666664
Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,77.0,8.0,tbd,,Artificial Mind and Movement,E,Indie/Other,2000s,False,below average,71.2121212121212,25.757575757575758,0.0,1.5151515151515151
One Piece: Pirate Warriors 2,PS3,2013.0,Action,Namco Bandai Games,0.0,0.19,0.42,0.05,0.66,71.0,35.0,7.8,61.0,Omega Force,T,Indie/Other,2010s,False,below average,0.0,28.787878787878785,63.63636363636363,7.575757575757576
Um Jammer Lammy,PS,1998.0,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66,70.0,,,,,,AAA,1990s,False,below average,18.18181818181818,12.121212121212121,62.12121212121211,6.0606060606060606
Brothers In Arms: Road to Hill 30,XB,2005.0,Shooter,Ubisoft,0.49,0.14,0.0,0.02,0.66,88.0,64.0,8,69.0,Gearbox Software,M,AAA,2000s,False,below average,74.24242424242425,21.21212121212121,0.0,3.0303030303030303
Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007.0,Misc,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,66.5,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
Animaniacs Ten Pin Alley,PS,1998.0,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,73.0,,,,,,Indie/Other,1990s,False,below average,54.54545454545454,37.878787878787875,0.0,6.0606060606060606
LEGO Jurassic World,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.38,0.22,0.0,0.06,0.65,70.0,17.0,6.7,44.0,TT Games,E10+,Indie/Other,2010s,False,below average,58.46153846153847,33.84615384615384,0.0,9.23076923076923
Kung Fu Panda,PS2,2008.0,Action,Activision,0.24,0.0,0.0,0.41,0.65,73.0,6.0,8.6,5.0,Xpec,E10+,AAA,2000s,False,below average,36.92307692307692,0.0,0.0,63.07692307692307
Freedom Wars,PSV,2014.0,Role-Playing,Sony Computer Entertainment,0.15,0.1,0.32,0.08,0.65,73.0,39.0,8.3,265.0,"Dimps Corporation, SCE Japan Studio",T,AAA,2010s,False,below average,23.076923076923077,15.384615384615385,49.230769230769226,12.307692307692307
Rocksmith 2014,PC,2013.0,Misc,Ubisoft,0.36,0.24,0.0,0.06,0.65,78.0,,,,,,AAA,2010s,False,below average,55.38461538461538,36.92307692307692,0.0,9.23076923076923
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010.0,Adventure,Disney Interactive Studios,0.39,0.21,0.0,0.06,0.65,62.0,,,,,,Indie/Other,2010s,False,below average,60.0,32.30769230769231,0.0,9.23076923076923
Ratchet & Clank: Into the Nexus,PS3,2013.0,Shooter,Sony Computer Entertainment,0.3,0.25,0.0,0.1,0.65,72.0,,,,,,AAA,2010s,False,below average,46.15384615384615,38.46153846153846,0.0,15.384615384615385
Shaun White Snowboarding,PS3,2008.0,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,63.0,30.0,6.3,26.0,Ubisoft Montreal,T,AAA,2000s,False,below average,47.692307692307686,35.38461538461539,1.5384615384615383,15.384615384615385
Radiata Stories,PS2,2005.0,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74.0,36.0,9,54.0,Tri-Ace,T,AAA,2000s,False,below average,27.69230769230769,21.53846153846154,44.61538461538461,7.6923076923076925
The Biggest Loser: Challenge,Wii,2010.0,Sports,THQ,0.48,0.12,0.0,0.05,0.65,66.0,,tbd,,Blitz Games Studios,E,AAA,2010s,False,below average,73.84615384615384,18.46153846153846,0.0,7.6923076923076925
Peppa Pig: Fun and Games,DS,2010.0,Misc,Ubisoft,0.0,0.57,0.0,0.09,0.65,66.5,,,,,,AAA,2010s,False,below average,0.0,87.69230769230768,0.0,13.846153846153845
F-Zero GX,GC,2003.0,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,89.0,50.0,8.5,161.0,Amusement Vision,T,AAA,2000s,False,below average,63.07692307692307,16.92307692307692,18.46153846153846,3.0769230769230766
Disney's Chicken Little,PS2,2005.0,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,60.0,20.0,8.9,7.0,Avalanche Software,E10+,Indie/Other,2000s,False,below average,49.230769230769226,38.46153846153846,0.0,12.307692307692307
Scene It? Box Office Smash,X360,2008.0,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.65,76.0,32.0,7.4,25.0,"Krome Studios, Screenlife Games",T,AAA,2000s,False,below average,50.76923076923077,38.46153846153846,0.0,10.76923076923077
Yoshi Topsy-Turvy,GBA,2004.0,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,60.0,23.0,6.6,5.0,Artoon,E,AAA,2000s,False,below average,38.46153846153846,13.846153846153845,46.15384615384615,1.5384615384615383
Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,47.0,11.0,6,6.0,Ubisoft,T,AAA,2000s,False,below average,49.230769230769226,38.46153846153846,0.0,12.307692307692307
Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,THQ,0.47,0.17,0.0,0.01,0.65,62.0,,,,,,AAA,2000s,False,below average,72.3076923076923,26.153846153846157,0.0,1.5384615384615383
Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.65,82.0,34.0,7.2,9.0,EA Tiburon,E,AAA,2000s,False,below average,52.307692307692314,33.84615384615384,0.0,15.384615384615385
World of Dragon Warrior - Torneko: The Last Hope,PS,1999.0,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,81.5,,,,,,Indie/Other,1990s,False,below average,3.0769230769230766,1.5384615384615383,89.23076923076923,6.153846153846153
Mortal Kombat,PSV,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.42,0.13,0.0,0.1,0.65,85.0,51.0,7.8,192.0,NetherRealm Studios,M,Indie/Other,2010s,False,below average,64.61538461538461,20.0,0.0,15.384615384615385
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,Activision,0.23,0.26,0.0,0.16,0.65,63.0,,,,,,AAA,2000s,False,below average,35.38461538461539,40.0,0.0,24.615384615384613
Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,84.0,41.0,7.8,29.0,EA Tiburon,E,AAA,2000s,False,below average,53.84615384615385,35.38461538461539,0.0,10.76923076923077
Advance Wars 2: Black Hole Rising,GBA,2003.0,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,89.0,34.0,9.4,97.0,Intelligent Systems,E,AAA,2000s,False,below average,72.3076923076923,26.153846153846157,0.0,1.5384615384615383
Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,0.28,0.02,0.33,0.03,0.65,60.0,35.0,7.4,19.0,Suzak,E10+,AAA,2000s,False,below average,43.07692307692308,3.0769230769230766,50.76923076923077,4.615384615384615
Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04,0.65,72.0,,,,,,Indie/Other,1990s,False,below average,55.38461538461538,38.46153846153846,0.0,6.153846153846153
The Last Story,Wii,2011.0,Role-Playing,Nintendo,0.3,0.13,0.18,0.04,0.65,80.0,61.0,8.4,179.0,"Mistwalker, Artoon",T,AAA,2010s,False,below average,46.15384615384615,20.0,27.69230769230769,6.153846153846153
Drakengard,PS2,2003.0,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,63.0,55.0,9.1,88.0,Cavia Inc.,M,AAA,2000s,False,below average,29.230769230769234,23.076923076923077,40.0,7.6923076923076925
SingStar Pop Hits,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15,0.65,71.0,,,,,,AAA,2000s,False,below average,0.0,76.92307692307692,0.0,23.076923076923077
Kung-Fu Master,2600,1987.0,Action,Activision,0.6,0.04,0.0,0.01,0.65,69.5,,,,,,AAA,1980s,False,below average,92.3076923076923,6.153846153846153,0.0,1.5384615384615383
Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,77.0,48.0,8.8,43.0,Snowblind Studios,T,Indie/Other,2000s,False,below average,49.230769230769226,38.46153846153846,0.0,12.307692307692307
Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,68.0,29.0,6.7,48.0,Electronic Arts,E10+,AAA,2000s,False,below average,83.07692307692308,3.0769230769230766,0.0,13.846153846153845
Toy Story 3: The Video Game,PSP,2010.0,Action,Disney Interactive Studios,0.27,0.24,0.0,0.14,0.65,63.0,,,,,,Indie/Other,2010s,False,below average,41.53846153846154,36.92307692307692,0.0,21.53846153846154
SingStar R&B,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.05,0.0,0.6,0.65,71.0,,,,,,AAA,2000s,False,below average,0.0,7.6923076923076925,0.0,92.3076923076923
Mary-Kate and Ashley: Magical Mystery Mall,PS,2000.0,Adventure,Acclaim Entertainment,0.36,0.24,0.0,0.04,0.65,55.0,,,,,,Indie/Other,2000s,False,below average,55.38461538461538,36.92307692307692,0.0,6.153846153846153
MX vs. ATV Untamed,PSP,2007.0,Racing,THQ,0.35,0.18,0.0,0.12,0.65,59.0,12.0,tbd,,Rainbow Studios,E,AAA,2000s,False,below average,53.84615384615385,27.69230769230769,0.0,18.46153846153846
Disney Infinity 2.0: Marvel Super Heroes,WiiU,2014.0,Action,Disney Interactive Studios,0.37,0.22,0.0,0.06,0.65,73.0,,,,,,Indie/Other,2010s,False,below average,56.92307692307692,33.84615384615384,0.0,9.23076923076923
Tiger Woods PGA Tour 10,X360,2009.0,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,80.0,51.0,6.9,20.0,EA Tiburon,E,AAA,2000s,False,below average,60.0,30.76923076923077,0.0,9.23076923076923
007: Quantum of Solace,Wii,2008.0,Action,Activision,0.29,0.28,0.01,0.07,0.65,54.0,11.0,7.5,26.0,Treyarch,T,AAA,2000s,False,below average,44.61538461538461,43.07692307692308,1.5384615384615383,10.76923076923077
Super Robot Taisen Impact,PS2,2002.0,Strategy,Banpresto,0.0,0.0,0.65,0.0,0.65,70.0,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
Wall-E,PSP,2008.0,Platform,THQ,0.29,0.22,0.0,0.14,0.65,64.0,8.0,tbd,,Heavy Iron Studios,E,AAA,2000s,False,below average,44.61538461538461,33.84615384615384,0.0,21.53846153846154
Farming Simulator 17,PC,2016.0,Simulation,Focus Home Interactive,0.03,0.58,0.0,0.04,0.65,64.0,5.0,8,20.0,Giants Software,E,Indie/Other,2010s,False,below average,4.615384615384615,89.23076923076923,0.0,6.153846153846153
Crafting Mama,DS,2010.0,Simulation,505 Games,0.39,0.19,0.01,0.05,0.65,65.5,,tbd,,Cooking Mama Limited,E,Indie/Other,2010s,False,below average,60.0,29.230769230769234,1.5384615384615383,7.6923076923076925
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.65,0.0,0.65,66.5,,,,,,Indie/Other,2000s,False,below average,0.0,0.0,100.0,0.0
God of War III,PS4,2015.0,Action,Sony Computer Entertainment,0.24,0.29,0.01,0.1,0.65,73.0,,,,,,AAA,2010s,False,below average,36.92307692307692,44.61538461538461,1.5384615384615383,15.384615384615385
Borderlands 2,PSV,2014.0,Shooter,Take-Two Interactive,0.32,0.16,0.01,0.15,0.64,64.0,31.0,7.6,358.0,Iron Galaxy Studios,M,AAA,2010s,False,below average,50.0,25.0,1.5625,23.4375
Harry Potter and the Half-Blood Prince,PS2,2009.0,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,67.0,,8.3,13.0,EA Bright Light,E10+,AAA,2000s,False,below average,20.3125,10.937500000000002,0.0,68.75
Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,67.0,23.0,6.6,12.0,Vicarious Visions,E,Indie/Other,2000s,False,below average,71.875,26.5625,0.0,1.5625
Assassin's Creed IV: Black Flag,PC,2013.0,Action,Ubisoft,0.22,0.38,0.0,0.05,0.64,84.0,10.0,7.7,1470.0,Ubisoft,M,AAA,2010s,False,below average,34.375,59.375,0.0,7.8125
Need For Speed: Undercover,Wii,2008.0,Racing,Electronic Arts,0.27,0.31,0.0,0.07,0.64,54.0,12.0,6.2,29.0,Exient Entertainment,T,AAA,2000s,False,below average,42.1875,48.4375,0.0,10.937500000000002
Spyro: A Hero's Tail,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,60.0,16.0,8,44.0,Eurocom Entertainment Software,E,Indie/Other,2000s,False,below average,50.0,39.0625,0.0,12.5
Crash: Twinsanity,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,64.0,38.0,8,129.0,Traveller's Tales,E,Indie/Other,2000s,False,below average,50.0,39.0625,0.0,12.5
The LEGO Movie Videogame,WiiU,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.23,0.03,0.05,0.64,68.0,5.0,7.7,25.0,TT Games,E10+,Indie/Other,2010s,False,below average,51.5625,35.9375,4.6875,7.8125
Max Payne 2: The Fall of Max Payne,XB,2003.0,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,84.0,34.0,8.4,49.0,Remedy Entertainment,M,AAA,2000s,False,below average,73.43749999999999,23.4375,0.0,3.125
Metal Gear Solid V: The Phantom Pain,PS3,2015.0,Action,Konami Digital Entertainment,0.22,0.13,0.22,0.07,0.64,71.0,,7.2,168.0,"Kojima Productions, Moby Dick Studio",M,AAA,2010s,False,below average,34.375,20.3125,34.375,10.937500000000002
Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.44,0.14,0.0,0.06,0.64,72.0,21.0,7.7,22.0,5TH Cell,E,AAA,2000s,False,below average,68.75,21.875000000000004,0.0,9.375
GoldenEye: Rogue Agent,PS2,2004.0,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,60.0,38.0,7,32.0,EA LA,T,AAA,2000s,False,below average,84.375,3.125,0.0,14.0625
WWE 2K15,X360,2014.0,Sports,Take-Two Interactive,0.38,0.2,0.0,0.06,0.64,50.0,5.0,4,65.0,Yuke's,T,AAA,2010s,False,below average,59.375,31.25,0.0,9.375
Paws & Claws: Pet Vet,DS,2007.0,Simulation,THQ,0.59,0.0,0.0,0.05,0.64,65.5,,,,,,AAA,2000s,False,below average,92.18749999999999,0.0,0.0,7.8125
Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74.0,32.0,7.4,28.0,TOSE,T,AAA,2000s,False,below average,31.25,20.3125,34.375,14.0625
James Bond 007: Everything or Nothing,XB,2004.0,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,83.0,51.0,7.4,27.0,EA Redwood Shores,T,AAA,2000s,False,below average,67.1875,29.6875,0.0,3.125
X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,58.0,24.0,7.2,13.0,GenePool,T,AAA,2000s,False,below average,48.4375,37.5,0.0,12.5
NBA Live 06,XB,2005.0,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,79.0,30.0,6.4,15.0,EA Canada,E,AAA,2000s,False,below average,89.06249999999999,6.25,0.0,4.6875
Tom Clancy's Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,69.5,,,,,,Indie/Other,1990s,False,below average,75.0,23.4375,0.0,1.5625
Castlevania,N64,1999.0,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,69.5,,,,,,AAA,1990s,False,below average,68.75,15.625,6.25,7.8125
Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,69.5,,,,,,AAA,1990s,False,below average,62.5,34.375,0.0,3.125
Nicktoons Collection: Game Boy Advance Video Volume 1,GBA,2004.0,Misc,Unknown,0.46,0.17,0.0,0.01,0.64,62.0,,,,,,Indie/Other,2000s,False,below average,71.875,26.5625,0.0,1.5625
Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,61.0,39.0,6.6,48.0,Ubisoft Casablanca,E,AAA,2010s,False,below average,35.9375,54.6875,0.0,9.375
Football Manager 2014,PC,2013.0,Sports,Sega,0.0,0.6,0.0,0.03,0.64,85.0,41.0,5.5,275.0,Sports Interactive,E,AAA,2010s,False,below average,0.0,93.75,0.0,4.6875
New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.28,0.12,0.19,0.04,0.64,68.0,,,,,,AAA,2000s,False,below average,43.75000000000001,18.75,29.6875,6.25
TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,88.0,20.0,7.7,34.0,Free Radical Design,T,Indie/Other,2000s,False,below average,45.31249999999999,51.5625,0.0,1.5625
Onimusha: Dawn of Dreams,PS2,2006.0,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81.0,45.0,8.9,62.0,Capcom,M,AAA,2000s,False,below average,23.4375,18.75,53.125,6.25
Sengoku Basara: Samurai Heroes,PS3,2010.0,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61.0,37.0,7.9,29.0,Capcom,T,AAA,2010s,False,below average,26.5625,6.25,62.5,3.125
Stuntman: Ignition,X360,2007.0,Racing,THQ,0.25,0.31,0.0,0.07,0.64,75.0,38.0,7.3,31.0,Paradigm Entertainment,T,AAA,2000s,False,below average,39.0625,48.4375,0.0,10.937500000000002
Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,0.64,67.0,18.0,8.2,10.0,Epicenter Studios,E10+,Indie/Other,2000s,False,below average,87.50000000000001,6.25,0.0,7.8125
